employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
29193,Legal,region_2,Bachelors,m,sourcing,1,40,3,10,0,0,62
70462,Technology,region_13,Bachelors,m,sourcing,1,54,2,12,0,0,81
44979,Procurement,region_15,Bachelors,f,other,1,36,5,8,1,0,69
75762,Operations,region_2,Bachelors,f,other,1,39,3,11,1,0,60
35964,Operations,region_2,Bachelors,f,sourcing,2,39,5,4,0,0,59
72241,Procurement,region_15,Bachelors,m,other,1,44,4,15,0,0,67
33917,Sales & Marketing,region_16,Bachelors,m,sourcing,1,51,5,3,1,0,48
54001,Sales & Marketing,region_17,Bachelors,f,other,2,26,3,1,0,0,48
7860,Sales & Marketing,region_31,Bachelors,m,sourcing,1,37,4,2,0,0,50
4664,HR,region_27,Masters & above,m,sourcing,1,41,3,7,0,0,47
15536,Sales & Marketing,region_2,Bachelors,f,other,2,52,1,9,0,0,50
64856,Procurement,region_27,Bachelors,m,other,1,36,3,4,1,1,69
52392,Analytics,region_27,Bachelors,m,other,2,25,3,2,0,0,88
25961,Analytics,region_15,Masters & above,m,other,1,34,1,2,0,1,84
1707,Analytics,region_28,Masters & above,m,sourcing,2,35,3,5,0,0,81
31723,Technology,region_30,Masters & above,f,sourcing,1,34,3,7,0,0,82
672,Procurement,region_15,Bachelors,m,sourcing,1,39,4,11,1,0,68
53962,Sales & Marketing,region_9,Bachelors,m,other,1,29,3,3,0,0,42
7406,Technology,region_2,Bachelors,m,other,1,35,3,7,0,0,77
2172,Procurement,region_20,Masters & above,m,sourcing,1,39,3,10,0,0,68
10038,Procurement,region_29,Bachelors,f,other,1,31,4,3,0,0,71
34829,Procurement,region_16,Bachelors,m,sourcing,1,33,3,10,0,0,70
54147,R&D,region_7,Masters & above,m,other,1,31,5,2,1,0,86
17247,Technology,region_33,Bachelors,f,sourcing,1,55,3,7,0,0,81
11219,Technology,region_7,Masters & above,f,sourcing,1,41,1,3,1,0,79
48740,Sales & Marketing,region_28,Bachelors,m,sourcing,1,29,3,5,0,0,48
21310,Sales & Marketing,region_28,Bachelors,m,other,1,31,3,3,0,0,53
67783,Operations,region_2,Masters & above,m,sourcing,1,35,1,4,0,0,58
55878,Legal,region_2,Bachelors,m,sourcing,1,28,3,2,0,0,63
26957,Sales & Marketing,region_22,Masters & above,m,sourcing,1,32,5,4,0,0,52
29959,Sales & Marketing,region_27,Bachelors,f,other,1,40,3,11,0,0,47
54213,Sales & Marketing,region_31,,m,sourcing,1,32,2,3,0,0,47
16268,Analytics,region_2,Bachelors,m,other,2,27,3,7,1,0,85
21117,Analytics,region_7,Masters & above,m,other,1,32,1,2,1,0,86
47895,Procurement,region_17,Bachelors,m,other,1,51,5,6,1,0,68
27732,Procurement,region_28,Bachelors,m,other,1,30,3,3,1,0,69
50096,Procurement,region_17,Bachelors,m,sourcing,2,41,3,8,0,0,69
65972,Sales & Marketing,region_22,,m,other,1,25,3,2,0,0,50
41809,Legal,region_13,Masters & above,m,other,1,35,4,6,1,0,64
26849,Sales & Marketing,region_23,Masters & above,m,other,1,38,3,3,0,0,63
23,Sales & Marketing,region_16,Bachelors,f,sourcing,1,42,1,3,0,0,46
14795,Procurement,region_26,Bachelors,f,other,1,54,4,9,1,0,69
11125,Procurement,region_17,Masters & above,f,other,1,39,4,2,1,0,73
55925,Operations,region_22,Bachelors,f,sourcing,1,30,5,7,0,0,58
72499,Technology,region_23,Bachelors,f,other,1,31,3,5,0,0,74
15059,Sales & Marketing,region_11,Bachelors,m,other,1,39,5,4,0,0,46
58987,Technology,region_8,Bachelors,f,sourcing,1,28,,1,1,0,81
27845,Technology,region_5,Masters & above,m,other,1,31,3,7,0,0,79
11634,Operations,region_7,Masters & above,m,sourcing,1,39,5,4,1,0,60
726,Analytics,region_9,Bachelors,m,other,3,29,3,5,0,0,84
30740,Analytics,region_32,Bachelors,m,sourcing,1,29,,1,0,0,87
11945,Procurement,region_7,Bachelors,m,other,1,30,5,2,0,0,67
58226,Finance,region_2,Bachelors,m,other,2,33,5,7,0,0,63
2574,Finance,region_26,Bachelors,m,other,1,23,,1,0,0,56
68141,Analytics,region_31,Bachelors,m,sourcing,1,34,3,5,0,0,87
23555,Procurement,region_10,Bachelors,m,other,1,25,1,4,0,0,65
28251,Procurement,region_16,Bachelors,f,other,1,30,3,2,1,0,68
59580,Operations,region_27,Bachelors,f,other,2,32,5,5,1,0,57
43967,Procurement,region_27,Masters & above,f,other,1,37,5,8,0,0,68
10821,Procurement,region_17,Bachelors,f,sourcing,1,32,2,4,1,0,68
77861,Sales & Marketing,region_31,Bachelors,m,sourcing,1,39,3,5,0,0,48
59440,Sales & Marketing,region_22,Bachelors,m,other,1,28,4,3,0,0,52
63653,Sales & Marketing,region_32,Bachelors,m,other,1,26,1,2,0,0,48
41070,Procurement,region_27,Bachelors,m,other,1,34,3,8,0,0,78
74067,Operations,region_4,Bachelors,m,other,1,46,5,4,1,0,57
35881,Operations,region_23,Bachelors,m,other,3,37,3,9,1,0,58
52095,Technology,region_22,Bachelors,f,other,1,27,4,3,1,0,78
19084,Sales & Marketing,region_4,Bachelors,f,sourcing,1,33,4,7,1,0,50
50753,Analytics,region_22,Masters & above,f,other,1,37,4,10,0,0,85
3701,Sales & Marketing,region_6,Bachelors,m,sourcing,1,35,1,3,0,0,57
69210,Procurement,region_7,Masters & above,m,other,3,37,3,4,0,0,64
3190,HR,region_27,Bachelors,m,sourcing,1,31,3,7,0,0,47
49615,Sales & Marketing,region_25,Bachelors,m,sourcing,1,29,1,2,0,0,48
10543,Procurement,region_16,Bachelors,m,other,1,35,3,9,1,0,70
55458,Operations,region_22,Bachelors,m,other,2,26,3,2,0,0,62
53732,Technology,region_2,Bachelors,m,other,1,52,3,3,0,0,78
74170,Technology,region_27,Bachelors,f,sourcing,1,36,2,4,0,0,78
25587,Operations,region_26,Bachelors,m,other,1,33,5,7,1,0,56
51236,Sales & Marketing,region_31,Bachelors,m,sourcing,1,34,3,9,0,0,45
65057,Sales & Marketing,region_2,Bachelors,f,other,1,36,5,10,1,0,44
64893,Analytics,region_16,Bachelors,m,sourcing,2,30,,1,1,0,83
56938,R&D,region_16,Bachelors,m,other,1,30,4,2,1,0,85
12430,Operations,region_11,Masters & above,f,other,1,36,3,4,0,0,60
8252,Sales & Marketing,region_4,Masters & above,m,sourcing,1,43,3,13,0,0,48
8673,Sales & Marketing,region_28,Bachelors,m,other,1,41,1,7,0,0,51
52013,Sales & Marketing,region_22,Masters & above,m,sourcing,1,35,4,3,1,0,97
59992,Operations,region_22,Bachelors,m,referred,1,34,5,6,0,0,58
29037,Sales & Marketing,region_7,Masters & above,m,other,1,39,5,4,0,0,45
77589,Sales & Marketing,region_28,Bachelors,m,other,1,31,4,8,1,0,51
74232,Sales & Marketing,region_22,Masters & above,m,sourcing,1,48,1,3,0,0,53
21772,Sales & Marketing,region_28,Bachelors,m,sourcing,1,36,1,3,1,0,49
75909,Sales & Marketing,region_2,Bachelors,m,sourcing,1,51,5,4,1,0,54
43315,R&D,region_2,Masters & above,m,other,2,45,3,15,0,0,84
8502,Technology,region_2,Masters & above,m,other,1,42,4,3,1,0,79
70863,Operations,region_26,Below Secondary,m,other,1,25,2,3,0,0,55
30074,Sales & Marketing,region_2,Bachelors,f,sourcing,1,54,1,22,0,0,53
21647,Operations,region_4,Masters & above,m,sourcing,1,46,4,2,1,0,61
73083,Operations,region_23,Bachelors,f,other,1,29,3,2,0,0,57
30272,Sales & Marketing,region_29,Bachelors,f,other,1,27,5,7,0,0,46
36124,Operations,region_19,Bachelors,m,other,1,39,5,11,1,0,64
30653,Analytics,region_9,Bachelors,m,other,2,28,4,6,0,0,89
69490,Operations,region_8,,f,other,1,31,4,5,0,0,57
22378,Procurement,region_4,Masters & above,f,other,1,38,3,2,1,0,71
43154,Sales & Marketing,region_26,,m,other,1,31,3,2,1,0,50
9111,HR,region_2,Bachelors,f,sourcing,1,32,3,3,0,0,48
59369,Analytics,region_29,Bachelors,m,sourcing,1,28,1,2,1,0,86
31538,Sales & Marketing,region_13,Bachelors,m,other,2,34,3,4,0,0,52
52399,Sales & Marketing,region_20,Bachelors,f,other,1,34,3,7,0,0,49
66943,R&D,region_22,Bachelors,m,other,1,28,4,3,1,0,87
19995,Technology,region_20,Bachelors,m,other,2,30,3,2,0,0,76
45665,Procurement,region_2,Masters & above,m,other,1,39,5,3,1,0,72
70527,Technology,region_5,Bachelors,f,sourcing,1,35,3,8,0,0,80
26869,Operations,region_15,Bachelors,m,sourcing,1,39,3,2,0,0,78
20044,Sales & Marketing,region_16,Bachelors,m,sourcing,1,35,1,10,0,0,48
70754,Sales & Marketing,region_2,Bachelors,m,sourcing,1,48,3,7,0,0,48
517,HR,region_2,,f,sourcing,1,33,3,4,1,0,50
59611,Technology,region_27,Masters & above,m,other,1,40,3,11,0,0,82
24690,Technology,region_26,Bachelors,m,sourcing,2,24,,1,0,0,78
17958,Operations,region_2,Masters & above,f,sourcing,1,37,4,4,1,0,61
45251,Procurement,region_5,Bachelors,f,sourcing,2,30,2,4,0,0,65
59213,Analytics,region_31,Bachelors,m,other,1,31,3,2,0,0,81
10688,Sales & Marketing,region_31,Bachelors,m,sourcing,1,33,3,9,1,0,51
76888,Technology,region_31,Bachelors,m,other,1,33,3,6,0,0,78
18968,Sales & Marketing,region_9,Bachelors,f,other,1,31,3,5,1,0,51
34022,Operations,region_2,Bachelors,m,other,1,40,3,12,1,0,60
17182,Technology,region_2,Masters & above,m,other,1,58,5,18,1,0,79
16452,Sales & Marketing,region_2,Masters & above,m,sourcing,1,39,3,5,1,0,49
37512,Legal,region_22,Bachelors,m,sourcing,1,32,4,3,0,0,60
76615,Analytics,region_20,Bachelors,m,other,1,26,1,5,0,0,84
21252,Sales & Marketing,region_15,Bachelors,m,other,1,35,1,5,1,0,47
68087,Analytics,region_2,,m,sourcing,1,28,1,6,0,0,87
29884,Technology,region_6,Bachelors,f,other,1,30,1,5,0,0,79
1024,Technology,region_7,Bachelors,m,other,1,23,,1,0,0,82
73110,Analytics,region_2,Bachelors,m,sourcing,2,38,5,8,0,0,82
33138,Procurement,region_15,Masters & above,f,other,1,38,3,2,1,0,66
63894,Operations,region_13,Bachelors,f,sourcing,1,38,2,3,0,0,63
36223,Technology,region_16,Bachelors,f,other,1,33,1,8,0,0,78
62952,Sales & Marketing,region_17,Bachelors,m,other,1,39,4,5,1,0,47
77567,Analytics,region_11,Bachelors,m,sourcing,2,36,3,7,0,0,83
69234,Analytics,region_32,Bachelors,m,sourcing,1,34,3,6,0,0,83
63924,Procurement,region_17,Bachelors,m,other,1,27,1,4,0,0,69
66300,Sales & Marketing,region_2,Bachelors,m,other,1,33,1,7,0,0,51
51010,Finance,region_2,Bachelors,m,sourcing,1,38,3,10,0,0,64
12654,Analytics,region_7,Bachelors,m,sourcing,1,26,3,2,0,0,84
50986,Sales & Marketing,region_2,Masters & above,m,other,1,37,2,8,0,0,49
67627,Operations,region_2,Bachelors,m,other,1,49,3,17,1,0,59
17870,Sales & Marketing,region_2,Bachelors,f,other,1,24,3,2,1,0,49
23068,Sales & Marketing,region_31,Bachelors,m,sourcing,1,25,5,3,1,0,47
53396,Sales & Marketing,region_2,Bachelors,m,other,2,58,4,29,0,0,50
10034,HR,region_2,Bachelors,f,referred,1,25,,1,1,0,55
60436,Operations,region_22,Bachelors,f,sourcing,1,28,1,5,0,0,72
57791,Technology,region_7,Bachelors,f,other,1,36,3,3,0,0,77
53153,Sales & Marketing,region_11,Bachelors,m,sourcing,1,30,1,3,1,0,50
16512,Sales & Marketing,region_6,Bachelors,m,sourcing,1,34,2,3,0,0,46
48197,Operations,region_22,Bachelors,f,other,1,33,3,4,0,0,64
33650,Sales & Marketing,region_3,Masters & above,m,other,1,36,5,6,1,0,53
7786,Operations,region_3,Bachelors,m,sourcing,1,31,4,3,0,0,57
49875,Sales & Marketing,region_11,Bachelors,m,other,2,30,1,3,0,0,47
7797,Operations,region_22,Bachelors,m,other,1,33,4,8,0,0,60
52768,Legal,region_31,Masters & above,m,other,1,33,1,7,1,1,62
67884,Technology,region_7,Masters & above,m,sourcing,3,37,3,4,0,0,83
69070,R&D,region_22,Masters & above,m,sourcing,2,33,3,4,1,0,80
65176,Sales & Marketing,region_13,Bachelors,m,sourcing,1,30,1,3,0,0,51
50436,Technology,region_7,Bachelors,m,other,1,50,1,15,0,0,77
43481,Technology,region_23,Bachelors,m,sourcing,2,33,3,4,0,0,73
68779,Sales & Marketing,region_2,,m,other,1,20,1,2,0,0,52
23765,Sales & Marketing,region_8,Bachelors,m,sourcing,1,29,,1,1,0,48
42559,Procurement,region_26,Bachelors,m,other,2,29,4,9,0,0,68
44379,Analytics,region_2,Bachelors,m,other,1,29,,1,0,0,87
58757,Operations,region_7,Bachelors,f,sourcing,1,44,4,16,0,0,56
71104,Sales & Marketing,region_2,,m,other,1,49,3,19,0,0,46
11318,Technology,region_2,Bachelors,f,other,1,43,3,13,1,0,79
24163,Sales & Marketing,region_2,Bachelors,m,sourcing,6,32,3,7,0,0,50
59841,Operations,region_11,Bachelors,f,sourcing,1,31,1,8,0,0,57
47309,Sales & Marketing,region_7,Masters & above,m,other,1,53,3,19,0,0,51
44558,R&D,region_2,Masters & above,m,other,1,44,3,9,0,0,84
28355,HR,region_2,Bachelors,f,other,1,48,3,20,0,0,47
6988,Sales & Marketing,region_17,Bachelors,m,sourcing,1,38,2,7,0,0,51
56676,HR,region_2,Masters & above,m,other,1,57,3,2,0,0,52
54214,Technology,region_2,Bachelors,f,other,1,53,4,17,0,0,79
77267,Analytics,region_13,Masters & above,m,sourcing,1,33,5,7,0,0,83
56603,Analytics,region_6,Bachelors,m,sourcing,1,35,3,3,1,1,84
13627,Technology,region_2,Masters & above,f,referred,2,55,5,6,1,0,78
21449,Operations,region_19,Bachelors,f,sourcing,1,40,5,8,0,0,58
60828,Operations,region_26,Bachelors,m,sourcing,1,28,4,2,0,0,59
43531,Analytics,region_10,Bachelors,m,other,3,29,5,6,0,0,81
8075,Operations,region_2,Bachelors,m,sourcing,1,55,2,14,0,0,58
50243,Sales & Marketing,region_22,Bachelors,m,other,2,27,2,4,0,0,47
27698,Technology,region_2,Bachelors,f,other,1,28,2,1,0,0,77
58162,Operations,region_2,Bachelors,f,other,1,35,4,8,1,0,61
3121,Sales & Marketing,region_31,Bachelors,m,other,1,45,3,5,0,0,52
46997,Operations,region_22,Bachelors,f,sourcing,1,44,5,3,1,0,55
55483,Sales & Marketing,region_2,Bachelors,f,other,1,45,2,2,0,0,47
736,Operations,region_7,Bachelors,f,sourcing,2,33,5,7,0,0,60
27817,Legal,region_22,Bachelors,m,sourcing,1,29,3,2,1,1,57
17288,Finance,region_28,Bachelors,m,sourcing,1,30,3,7,1,1,55
627,Operations,region_12,Bachelors,f,sourcing,1,44,4,8,0,0,62
9167,Procurement,region_21,Masters & above,m,other,1,40,3,3,0,0,69
11036,Analytics,region_22,Bachelors,m,sourcing,1,44,5,4,1,0,87
75884,Operations,region_27,Masters & above,m,sourcing,1,42,5,6,0,0,59
75788,Legal,region_22,Bachelors,m,sourcing,1,30,4,3,0,0,58
9230,HR,region_22,Masters & above,m,other,1,31,4,4,0,0,48
1422,Technology,region_7,Bachelors,m,other,1,27,5,2,0,0,92
63246,Technology,region_2,Masters & above,f,other,1,59,5,17,1,0,80
62909,Sales & Marketing,region_7,Bachelors,m,other,1,39,5,13,1,0,46
54519,Operations,region_22,Bachelors,m,sourcing,1,33,4,9,1,0,61
61873,Operations,region_29,Bachelors,m,other,1,26,3,2,1,0,60
71183,Sales & Marketing,region_22,Masters & above,f,sourcing,2,31,1,2,0,0,52
44744,Sales & Marketing,region_30,Bachelors,m,other,1,30,3,4,0,0,50
13956,Sales & Marketing,region_7,Bachelors,m,other,1,32,1,5,1,0,49
52644,Procurement,region_20,Bachelors,m,other,1,27,3,2,1,0,68
60962,Operations,region_22,Bachelors,m,other,1,49,3,18,0,0,58
65272,Operations,region_15,Bachelors,f,sourcing,1,36,5,7,0,0,56
37586,Procurement,region_7,Bachelors,f,other,2,32,5,6,1,0,68
54188,Sales & Marketing,region_6,Bachelors,m,sourcing,1,49,1,15,0,0,46
59842,Operations,region_2,Bachelors,f,other,2,39,1,2,0,0,63
48590,Procurement,region_2,,f,other,1,47,5,15,1,0,69
71847,Operations,region_22,Bachelors,m,other,2,28,,1,0,0,60
39648,Sales & Marketing,region_13,Masters & above,m,other,1,34,4,2,1,0,49
61845,Operations,region_26,Bachelors,m,sourcing,1,30,3,7,0,0,57
20522,Sales & Marketing,region_2,Masters & above,m,other,1,35,5,7,1,0,48
27602,Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,1,7,0,0,47
56892,Sales & Marketing,region_14,Bachelors,m,other,1,26,,1,0,0,48
23015,Analytics,region_29,,m,other,1,28,5,2,1,0,86
62183,Sales & Marketing,region_2,Masters & above,f,other,1,51,5,22,0,0,51
73412,Operations,region_11,Bachelors,m,other,1,40,5,5,1,0,56
23333,Sales & Marketing,region_15,Bachelors,f,sourcing,1,32,3,7,0,0,48
53517,Technology,region_2,Masters & above,m,sourcing,1,55,3,4,0,0,81
75346,Technology,region_2,Masters & above,m,other,1,37,5,3,1,0,80
67409,Sales & Marketing,region_26,Bachelors,m,sourcing,1,31,3,6,1,0,51
31266,Procurement,region_2,Bachelors,m,sourcing,1,35,1,10,0,0,73
6445,Sales & Marketing,region_11,Bachelors,m,other,2,35,5,5,0,0,48
13827,HR,region_23,Masters & above,f,other,2,33,3,8,0,0,52
62568,Operations,region_15,Bachelors,m,sourcing,1,41,4,7,1,0,63
27482,Technology,region_2,Bachelors,m,other,3,35,3,2,0,0,80
2114,Sales & Marketing,region_11,Bachelors,m,sourcing,1,29,,1,1,0,50
10369,HR,region_2,Masters & above,m,other,1,46,2,12,0,0,47
59065,Sales & Marketing,region_22,Bachelors,m,other,1,20,3,2,0,0,54
34929,Finance,region_2,Bachelors,f,other,1,38,5,7,1,0,57
30334,Operations,region_20,Bachelors,m,sourcing,1,29,3,1,0,0,60
26530,Procurement,region_2,Masters & above,f,other,1,36,2,10,0,0,74
6695,Sales & Marketing,region_4,Masters & above,f,sourcing,1,36,5,4,0,0,48
39986,Procurement,region_17,Masters & above,f,other,1,58,3,4,1,0,67
63093,Procurement,region_28,Bachelors,m,other,3,27,3,3,0,0,69
76767,Analytics,region_7,Bachelors,m,other,2,31,5,4,0,0,85
54998,Sales & Marketing,region_2,Bachelors,f,other,2,34,3,7,1,0,47
43424,Finance,region_29,Bachelors,m,other,1,32,3,3,0,0,59
39372,Analytics,region_28,Bachelors,m,other,3,26,4,5,0,0,88
40410,Sales & Marketing,region_19,Bachelors,m,other,1,39,5,3,1,0,46
9081,Legal,region_22,Bachelors,m,other,1,29,1,2,0,0,62
69250,Operations,region_15,Bachelors,m,other,2,40,2,5,0,0,61
11087,Procurement,region_10,Bachelors,m,other,1,30,3,4,0,0,68
30342,Procurement,region_2,,m,sourcing,1,33,5,6,1,0,71
72809,Sales & Marketing,region_22,,m,sourcing,1,26,,1,0,0,49
6908,Procurement,region_15,Masters & above,f,other,1,43,5,5,1,0,88
28161,Operations,region_31,Bachelors,m,other,1,26,,1,0,0,60
76684,Sales & Marketing,region_4,Bachelors,m,other,2,26,3,3,0,0,52
49845,Sales & Marketing,region_10,Masters & above,f,sourcing,1,30,3,6,0,0,50
4650,Operations,region_2,Bachelors,m,other,1,41,5,7,1,0,60
5622,Sales & Marketing,region_21,Masters & above,m,sourcing,1,35,5,9,1,0,49
68135,Sales & Marketing,region_2,Bachelors,m,referred,1,30,3,10,1,0,45
24372,Sales & Marketing,region_20,Bachelors,m,other,1,34,5,8,0,0,49
11832,Sales & Marketing,region_27,Bachelors,m,sourcing,1,34,5,5,1,0,52
16113,Technology,region_31,Bachelors,f,sourcing,1,29,4,5,0,0,77
21759,Sales & Marketing,region_13,,m,sourcing,1,39,3,8,0,0,53
10538,Operations,region_14,Bachelors,f,other,1,30,4,5,0,0,60
72288,Operations,region_27,Bachelors,f,other,1,37,5,7,1,0,59
57099,Legal,region_13,Bachelors,m,other,1,28,5,3,1,0,60
31201,Sales & Marketing,region_23,,m,sourcing,1,33,5,9,0,0,51
43745,Sales & Marketing,region_6,Bachelors,m,other,1,29,1,8,0,0,52
55624,Technology,region_31,Masters & above,f,other,2,33,3,4,1,0,78
26527,Sales & Marketing,region_13,Bachelors,m,sourcing,1,31,3,3,1,0,53
25032,Sales & Marketing,region_22,Bachelors,f,other,1,36,1,7,0,0,46
65991,Technology,region_23,Bachelors,f,sourcing,2,30,4,5,0,0,75
35645,Sales & Marketing,region_28,Masters & above,m,other,1,48,2,17,0,1,50
2638,Sales & Marketing,region_1,Bachelors,f,other,1,27,5,5,1,0,51
76087,Analytics,region_29,Bachelors,m,other,2,28,4,4,0,0,83
57925,Sales & Marketing,region_7,Bachelors,m,other,1,42,3,10,0,0,47
74626,Technology,region_10,Bachelors,m,other,1,28,3,6,1,1,80
24443,Technology,region_24,Bachelors,f,sourcing,1,26,1,2,0,0,76
77376,Operations,region_2,Bachelors,f,sourcing,1,32,1,5,0,0,62
14723,Finance,region_2,Bachelors,f,other,1,40,3,4,0,0,58
67390,HR,region_14,Bachelors,m,other,1,30,3,2,0,0,51
30027,Operations,region_2,Bachelors,m,other,2,30,3,6,0,0,61
21258,Operations,region_7,Bachelors,m,other,1,50,3,7,0,0,58
72625,HR,region_2,Bachelors,m,other,1,32,2,8,0,0,48
15399,Sales & Marketing,region_2,,m,other,1,33,2,8,0,0,52
15347,Sales & Marketing,region_34,Bachelors,f,other,1,31,3,4,0,0,48
72153,Technology,region_7,Masters & above,m,other,2,41,3,5,0,0,83
8863,Analytics,region_10,Masters & above,m,other,1,43,5,13,0,0,87
77896,Sales & Marketing,region_7,Masters & above,m,other,1,37,1,4,0,0,51
35843,HR,region_2,Bachelors,m,referred,2,29,5,4,0,0,51
16522,Operations,region_19,Masters & above,m,sourcing,1,34,4,7,0,0,64
3189,Finance,region_23,Bachelors,m,sourcing,1,31,4,4,1,0,60
14606,Procurement,region_2,Bachelors,m,sourcing,1,47,5,20,1,0,66
35733,Procurement,region_17,Bachelors,f,other,1,29,1,4,0,0,68
4874,Technology,region_2,Masters & above,m,sourcing,6,56,3,14,0,0,78
41399,R&D,region_22,Bachelors,m,other,1,30,5,2,1,0,86
19178,R&D,region_28,Masters & above,m,sourcing,1,38,4,9,0,0,85
65914,Sales & Marketing,region_7,Masters & above,m,sourcing,1,45,5,19,1,0,43
61744,Procurement,region_2,Masters & above,m,sourcing,2,49,5,7,0,0,71
51280,Analytics,region_7,Bachelors,m,sourcing,1,31,5,3,1,0,86
73810,Sales & Marketing,region_14,Masters & above,m,sourcing,2,35,3,7,0,0,48
7783,Finance,region_7,Bachelors,m,other,1,43,3,14,0,0,59
77397,Sales & Marketing,region_1,Bachelors,m,other,1,29,5,4,1,0,49
54832,Sales & Marketing,region_27,Bachelors,m,sourcing,1,35,2,9,0,0,53
56278,Finance,region_26,Bachelors,f,other,1,30,1,9,0,0,59
2725,Procurement,region_8,Masters & above,f,other,1,40,4,4,0,0,73
74329,Legal,region_2,Below Secondary,f,sourcing,1,27,1,2,0,0,63
50580,HR,region_22,Bachelors,m,sourcing,1,26,5,3,1,0,48
60628,Technology,region_26,Bachelors,m,other,1,26,1,2,0,0,78
32016,Procurement,region_7,Masters & above,f,other,1,40,4,5,1,0,69
24977,Analytics,region_25,Bachelors,m,sourcing,1,36,1,3,0,0,78
64107,Procurement,region_2,Bachelors,f,other,1,25,,1,0,0,70
74310,Sales & Marketing,region_4,Bachelors,m,other,2,26,1,3,0,0,52
24127,Analytics,region_20,Bachelors,m,other,1,29,,1,1,0,86
64700,Operations,region_15,Masters & above,m,other,1,32,2,3,0,0,56
15273,Procurement,region_27,Bachelors,m,sourcing,1,27,1,3,0,0,66
34227,Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,5,4,0,0,54
20391,Analytics,region_27,Bachelors,m,other,1,38,3,5,0,0,87
2197,Finance,region_7,Bachelors,m,sourcing,2,29,3,5,1,0,60
50356,Operations,region_19,Bachelors,m,other,1,34,5,6,1,0,57
41396,Sales & Marketing,region_26,,m,sourcing,1,31,3,7,1,0,51
74009,Procurement,region_17,Bachelors,f,sourcing,1,31,4,2,1,0,70
26455,Operations,region_22,,m,sourcing,1,26,5,2,0,0,61
41221,Sales & Marketing,region_5,Masters & above,m,other,1,36,5,4,1,0,52
59254,Procurement,region_2,Bachelors,f,other,1,28,2,4,1,0,72
46950,Sales & Marketing,region_24,Bachelors,m,sourcing,1,28,4,3,0,0,49
51964,Technology,region_2,Bachelors,m,sourcing,1,40,3,3,0,0,79
8978,Procurement,region_2,Bachelors,m,sourcing,2,35,4,7,1,1,68
2811,Procurement,region_7,Masters & above,f,other,1,37,1,8,0,0,67
50678,Sales & Marketing,region_22,Masters & above,m,other,1,39,1,7,0,0,44
35045,Technology,region_10,Bachelors,f,other,1,28,4,2,1,0,83
65639,Operations,region_2,Masters & above,f,sourcing,1,35,3,4,1,0,70
35791,Operations,region_22,Masters & above,f,other,1,36,1,8,0,0,62
39417,Procurement,region_11,Bachelors,f,other,1,29,3,6,0,0,70
69870,Operations,region_13,Bachelors,f,sourcing,2,33,3,7,0,0,60
228,Sales & Marketing,region_14,Bachelors,m,sourcing,1,28,3,3,0,0,53
868,Sales & Marketing,region_7,Bachelors,f,other,1,31,5,4,0,0,47
21424,Sales & Marketing,region_23,Bachelors,m,sourcing,1,40,1,5,1,0,46
4239,Procurement,region_2,Masters & above,m,sourcing,1,52,3,13,0,0,69
73897,Sales & Marketing,region_2,Bachelors,m,other,1,50,5,8,0,0,50
49457,Procurement,region_2,Bachelors,f,other,1,30,3,3,0,0,84
16928,HR,region_31,Bachelors,f,other,1,26,,1,0,0,48
28529,Procurement,region_26,Bachelors,f,sourcing,1,30,1,6,1,0,67
70729,Technology,region_16,Bachelors,f,other,1,29,2,6,0,0,75
21583,Analytics,region_19,Bachelors,m,sourcing,1,32,4,5,0,0,85
21333,Operations,region_7,Below Secondary,f,other,1,26,5,3,0,0,63
33864,Operations,region_32,Bachelors,m,sourcing,1,31,,1,0,0,60
13552,Analytics,region_2,Bachelors,m,sourcing,2,29,3,5,0,0,81
31800,Technology,region_7,Bachelors,f,other,1,27,5,2,1,0,83
3651,Sales & Marketing,region_31,Bachelors,f,sourcing,1,31,5,8,0,0,45
20753,Operations,region_2,Bachelors,m,sourcing,1,31,3,5,0,0,61
6007,Finance,region_26,Bachelors,m,sourcing,1,25,3,2,0,0,61
6884,Operations,region_2,Bachelors,f,other,3,32,5,3,1,0,60
29216,Operations,region_8,Bachelors,f,other,1,33,3,5,1,0,61
50393,Operations,region_4,Bachelors,m,sourcing,1,37,4,3,0,0,60
14449,Analytics,region_7,Bachelors,m,other,2,29,3,2,0,0,84
54410,Sales & Marketing,region_1,Masters & above,m,other,1,34,3,3,0,0,45
5470,Procurement,region_5,Bachelors,m,sourcing,2,34,1,4,1,0,75
65258,Sales & Marketing,region_28,Masters & above,m,sourcing,2,32,2,3,1,1,54
40070,Operations,region_19,Bachelors,m,other,2,32,5,6,1,0,57
19565,Sales & Marketing,region_22,Bachelors,f,sourcing,1,36,5,9,1,0,49
10741,Operations,region_15,Bachelors,m,other,2,49,5,7,0,0,58
63401,Technology,region_31,Bachelors,m,other,1,32,1,7,0,0,78
49886,Operations,region_2,Bachelors,f,sourcing,2,49,4,17,1,0,60
64917,Operations,region_27,Masters & above,f,other,2,36,5,4,1,0,61
35830,Sales & Marketing,region_22,,m,other,1,25,,1,0,0,47
52424,Technology,region_22,Bachelors,f,sourcing,1,26,3,2,0,0,77
